ID,Text,Label
310,"""  එහෙම වුනා ණම සමගියකුත් නැති, ජන බලයකුත් නැති සමගි ජන බලවේගය ගැනත් සින්දුවේ දාගන්න තිබුනා. අපරාදේ..""",Non Toxic
311,""" පක්ෂ එක්ක පූට්ටු දාන්න ගියාම ඕක වෙනව තියෙන ජන්දෙත් නැති වෙනව කියල උන් දන්නව ඇති """,Non Toxic
312,"""සීය එහෙනම් සජියට ශොට් එක දුන්න   """,Non Toxic
313,""" ඔය ආසන සංවිධයකලා අස්වීම පිටුපස ඉන්නෙ රනිල්.
 """,Non Toxic
314,""" ඔයපටන්ගත්ත විතරයි තවඉන්නව """,Non Toxic
315,""" මේවා කරලා අපේ සජිත් මහත්තයා වට්ටන්න බැහැ.එතුමා ඊළග නියත ජනපති  """,Non Toxic
316,"""  සජිත් කියන්නෙත් රනිල් වගේම පොරක් තමයි. කවුරු ඉල්ලා අස්වුණත් මෑන් ඉල්ලා අස්වෙන්නෑ""",Non Toxic
317,"""ඇති සමගියකුත් නෑ
ජන බලයකුත් නෑ

තව ටික දවසකින් පක්ෂයකුත් නෑ  """,Non Toxic
318,""" සභා පිහිටුවන්න වෙන්න ඇති """,Non Toxic
319,""" අනේ අයියේ අපි ඉවරා...........යි....  """,Non Toxic
320,"""  පෙරහැර පටන් අරගෙන වගේ! නලින් බණ්ඩාරත් යයි වගේ!
""",Non Toxic
321,""" මම නෙමේ කියන්නෙ සම්ජිත්.. """,Non Toxic
322,""" ආසන සංවිධායකයො ඉවත් උනාට ප්‍රාදේශීය සබා පිහිටුවන්නෙ සජිත් මහත්තයා ඒ විතරක් නෙවෙ දෙසැම්බර්වල නියත ජනපති අපේ සජිත් මහත්තයා අගමැති නාමල් මහත්තයා
 """,Non Toxic
323,""" සර්වජන බලය විපක්ෂය වෙයිි වගේ.... """,Non Toxic
324,""" ඌට පක්ෂය හදාගන්න බැරැව රට හදන්න කතාව """,Non Toxic
325,"""සමගි කිව්වට සමගියක්නම් පේන්න නැහැ   """,Non Toxic
326,"""  ඔය පක්ශෙ ඉන්න  ඔක්කොටම ඕන තනතුරු. බැරි වෙලා හරි සජියා ජනාධිපති උනානම් චන්දෙ දීපු එඋන්ටත් මන්ත්‍රී කම් ඇමතිකම් දෙන්න වෙනවා.""",Non Toxic
327,""" බඩ ගියත් බෙට්ට කෙලින්  """,Non Toxic
328,""" ජනතාව විපක්ෂෙට දුන් පණිවිඩයට අනුවද මේවා වෙන්නේ සජියෝ?
 """,Non Toxic
329,"""ඔහොම අඬන මිනිහගෙ ඇහැට ඇඟිල්ලෙන් අනිනවද මං අහන්නෙ. දැන් සජිත් පැටවුන්ට තරහා යනවනෙ """,Non Toxic
330,""" සජිත් ට එහා මිනිස්සු පිලිකුල් කරන මිනිගෙක්.
  """,Non Toxic
331,"""ඇත්ත, ඒ මිනිහා ජනතවගේ සේවකයා කිය කියා දිවුරන තරමටම පොඩි මිනිහාව පිලිකුල් කරනවා.   """,Non Toxic
332,"""  බොරු වචන විතරයි, ඒක හොඳ්ටම තේරෙනවා.  """,Non Toxic
333,"""   අපේ රටේ මිනිස්සුන්ට කන්න නැතත් වංශෙ කබල් ගාන්න ඕනනේ""",Non Toxic
334,"""මට හිතෙනවා අද හෙටම සජිත් මහත්තයත් ඕක දාලා යනවා  """,Non Toxic
335,""" ජනතාවට තේරුම් නැති උනාට පක්ෂයේ මන්ත්‍රීලට තේරිලා තියෙන්නේ හොරු ඔක්කොම එකතු වෙලා රටක් ගොඩ දාන්න බෑ කියලා """,Non Toxic
336,""" පෙරහැර තවම ඉවර නෑ .පුතානෝ විතරක් ඉතිරිවෙයි වගේ . පව් නේ """,Non Toxic
337,"""  සුවර් එකටම රනිලට සෙට් වෙන්න යන්නෙ""",Non Toxic
338,"""  චමින්ද විජේසිරිටනම් ඉල්ලා අස්වෙන ඒව එච්චර ගාණක් නෑ.""",Non Toxic
339,""" මිනිහ සල්ලි හම්බවෙනවනම් ටොයිලට් වලකට හරි බහිනවා """,Non Toxic
340,"""  ගිය සැරෙත් නයනක ගෙන් කෝටි ගණනක් අරගෙන ඉල්ලා අස්වුණානෙ. """,Non Toxic
341,""" සජබ උන්ට ඕන තනතුරු... බැරි වෙලාවත් සජබ පාර්ලිමේන්තුවේ බහුතරය ගත්තනම් හැම එකාටම ඇමතිකම් දෙන්න වෙනවා.. """,Non Toxic
342,""" සජබේට හරියන්නේ හර්ෂ නායකත්වයට.සජියා අමු  """,Non Toxic
343,""" කියන බොරු වලටමයි ඕකුන්ට ඔහොම වෙන්නේ
 """,Non Toxic
344,""" 
ඕව ඔක්කොම රනිල්ගෙ වැඩ..තව ටික දවසකින් කියයි රනිල් නායකය කියල.
 """,Non Toxic
345,"""අනික සජිත් මහත්තයා ඩිල් නැහැ හොරු තියාගන්නෙ නැහැනෙ එකනිසා දැන් එකතු උන කටිටිය ඇතුලත්කර ගනියි නේද.""",Non Toxic
346,"""නාමල් පොහොට්ටුව පිපෙයි වගේ  පොහොට්ටුව පිපෙනකම් පිනට රස්සා ගත්ත උන් සෑහෙන්න බලන් ඉන්නෙ පයිලට්ල පවා ඉන්නව  """,Non Toxic
347,""" හිටියට පාඩු ඇති දැන්  """,Non Toxic
348,""" ආණ්ඩු පෙරලන්න කතාව... """,Non Toxic
349,"""  අන්තිමට සජිය විතරයි ඉතුරු වෙන්නේ """,Non Toxic
350,"""ඩීල් දාන්න ගිහින් සජිය කෙල කරගන්නව කියල අපිනම් දැනගෙන හිටියෙ  සජබෙ සහ සජිත්ගෙ දේශපාලනේ අවසානය
  """,Non Toxic
351,"""සජියත් එක්ක ගමනක් නැ කියලා දැන්වත් තෙරුන එක ලොකු දෙයක්  """,Non Toxic
352,"""ඒ උනාට කතාව සභා පිහිටවන්න  """,Non Toxic
353,""" අන්තිමට සජියට ජලනිත් නැතිවෙන සීන් එකක් වෙන්නෙ දැන්  """,Non Toxic
354,""" කොහොමත් පක්ශ්‍යෙ නිති වලට අවනත නති නම් අයින් වෙන එක ගුනඉ """,Non Toxic
355,"""  සජිත්ගේ උද්දච්ච නායකත්වයේ පීඩනය පක්ශයේ සාමාජිකයින් පිටකරන්න පටන් අරන්
""",Non Toxic
356,"""  ඒ වුනාට කොළඹ බලය අල්ලන්න යන්නේ  පව් ඇ
""",Non Toxic
357,"""සභාවෙ කාලෙ ඉවර වෙනකන් තනතුරු වලට මරා ගන්නව ඇරෙන්න වැඩක් කරන එකක් නෑ...  """,Non Toxic
358,""" මහින්ද මහත්තයා වගේ නවා ගන්න හැමෝටම බැ """,Non Toxic
359,"දෙයියනේ දෙයියනේ අපේ සජිත් ප්‍රේමදාස මැතිතුමාට මේ මොකක්ද වෙන්න යන්නෙ.
 """,Non Toxic
360,""" අන්තිමට ජලනිත් නැතිවෙන සීන් එකක් තියෙන්නෙ
 """,Non Toxic
361,""" දෙසැරයක් නැතිඋනා අල්ලන් ආව
 """,Non Toxic
362,"""  ඇයි ඔයා උස්සන්නද හිතන් ඉන්නෙ.... """,Non Toxic
363,"""   මෙලහකටත් පුතාණෝ විතරයි ඉතුරු වෙන්නෙ පනින උන්ට යන්න හරි තැනක්නැ....""",Non Toxic
364,""" ඔක්කොම පක්ෂ හේදිල ගිහින් තියෙන්නෙ..... """,Non Toxic
365,"""  සොභාදහම මොකද්දෝ කියන්න හදනව රනිල් මහත්තයෝ
""",Non Toxic
366,"""  අර ඊයෙ එකෙක් කීවෙ ලබන අවුරුද්වෙ අප්‍රේල් වෙද්දි මේ ආණ්ඩුව ගෙදර කියල   """,Non Toxic
367,""" සමහර වැරදි කියවීම්, මුරණ්ඩු ගතිගුණ තිබුණත්, අව්ස්ථාවාදි ලක්ෂණ තිබුණත් ඕකෙ ගතයුත්තෙකුට ඉන්නෙ ෆොන්සේක විතරයි..... """,Non Toxic
368,""" රාජපස්සල එක්ක ෆුල් ඔරොප්පුවෙන් ඉන්න නිසා භාරදුන්නොත් හොරු අල්ලනව සිං සිං ගාල.... """,Non Toxic
369,"""  මාළිමා ලොක්කො කල්පනා කරල බලාපල්ල...!
""",Non Toxic
370,"""  ජෙප්පෝ නෙවෙයි නේ ⁣සහෝදරයා මාලිමාව කියන්නෙ ජාතික ජනබල වෙිගය """,Non Toxic
371,""" .දැනට යන වැඩ පිලිවෙල හොදයි වචන ආර්ත කතනයේදි වැරදි සිදු වෙලා තියෙනවා ඒ වැරදි ජනාධිපති තුමා පුමුඛ ආන්ඩුව වගබලා ගත යුතුයි. """,Non Toxic
372,"""  අපි ජනතාව වශයෙන් සතුටින් ඉන්නේ මහජන මුදල් නාස්ති කරලානැහැ.""",Non Toxic
373,""" හැබැයි තවම රනවිරුවන්ට එවකට රනිල් මහත්තයාගේ ආන්ඩුව කරන කාලේ රනවිරුවන් ගෝල්පෙස් එකේ ආබාධිත රනවිරුවන් උත්ගොසනය කරා මතකද ජිවිතතාන්දය තෙක් වැටුප් හා දිමනා ලබාගැනීම ට අන්න එතකො⁣ට පොලිස් කැරලි මර්ධනකරුවන් ගෙනත් ආබාධිත රනවිරුවන්ගේ ඇඩිඩුස් නැති වෙන්න ගැවුවා කාටවත් මතකද. """,Non Toxic
374,""" අන්න එ තත්වය මෙි මාලිමා ආන්ඩුව කලොත් රනවිරුවන් වන අපි සජසදයෙනුත් අයින් වෙනවා එතෙක් අපි බලා හිදිමු ලස්සන රටක් පොහොසත් රටක් නරන කමි.  """,Non Toxic
375,"""  කතා වලිනුත් පේනවනේ තග දාන හැටි.
හොරෙන් ගහන ගිවිසුම් ගැන මිනිසුන්ට කියන්නෙත් නෑ.""",Non Toxic
376,"""   නායකයාගේ ගෑණිට ඕනි විදියට වැඩ කරන්න අනිත් උන් කැමති නැහැ... """,Non Toxic
377,""" ඔබේ කතාවට නම්  මම එකඟයි """,Non Toxic
378,"""  අනිවාර්යයෙන්ම .ජනතාව ගේ ආණ්ඩුව ට කෙලවන්න සෙට් වෙන ඔක්කොටම දෙනව නේ""",Non Toxic
379,"""ඒ උනාට සමගි ජන බලවේගය නම  """,Non Toxic
380,""" වඩුවගේ ගෙදර පුටුව නෑ කියලා කියමනක් හැදිලා තියෙන්නේ නිකමට නෙවි... """,Non Toxic
381,"""  කොහොමත් සජිත් මහත්තයා හොරු තියාගන්නෙ නෑ
""",Non Toxic
382,"""  පක්ශෙවත් රැකගන්න බැරි ප්‍රතිපත්තියක් නැති පච අජිත්. """,Non Toxic
383,"""එහෙනම් ඉස්සර වෙලාම සංස්කෘතික අරමුදල හොරා කාපු එකාට අස් වෙන්න කියපන්  """,Non Toxic
384,"""   ජවිපෙ ආන්ඩුවක් තිබ්බා නම් නඩුව අහලා සජියව හිරේ දාන්න තිබ්බා..""",Non Toxic
385,"""  මාලිමාවෙ ආන්ඩුවක්නෙ තියෙන්නෙ කරුමෙට""",Non Toxic
386,"""  යනකොට හොරු . පිස්සුද ඔයාට .ඔහොම ගියොත් සජියා විතරක් ඉතිරිවෙයි අන්තිමෙට """,Non Toxic
387,"""තව ඉන්නවානම් දැන්ම සුද්ද කරගන්න කියන්න .බොරුවට ගියාට පස්සේ චෝදනා කරන්න එපා .  """,Non Toxic
388,"""  ඒ කියනනෙ සජිත් මහත්තයත් අයින් වෙනවද? (""",Non Toxic
389,""" හොරු තියා ගන්නේ නෑ නෙවෙයි කොන්දක් තියෙන උන් ප්‍ර්තිපත්තියක් නැති ගොනා එක්ක ඉන්නේ නෑ... """,Non Toxic
390,""" පව් චන්දේ දීපු අහිංසක මිනිසුන් ... කයිවාරූ පුතානෝ...  """,Non Toxic
391,""" ඔව් ඉතිං සජිත් කම්බ හොරානේ ඔයාට නොතේරුනාට """,Non Toxic
392,"""  කොන්ද පණ නැති නායකයෙක් වැඩක් නැහැ කියලා.. """,Non Toxic
393,"""  එහෙනම් ඕකෙ එකෙක්වත් ඉතුරු වෙන්නෙ නෑ.. ඔක්කොටොම කලින් එයත් අස් වෙන්න ඕනේ
 """,Non Toxic
394,""" ආතල් ගන්න එපා.විපත ක් නෙ වෙලා තියෙන්නේ  """,Non Toxic
395,""" හොරු තුරුල් වෙලා හුරතල් කර කර මෙච්චර කල් හිටියේ.  """,Non Toxic
396,"""හොරු කෙසේ වෙතත් යන්තං හරි නාඩි වැටෙන එකෙක්ට තේරෙන්න ඕනෙ සජිත් එක්ක ලංකාවෙ අනාගත දේශපාලනයක් ගැන හිතන එක හීනයක් කිය  """,Non Toxic
397,""" ඔයාද අර සජිත් මහඝ්තයා කම්කරු ජොබ් එකට දාලා දුන්න උස හාදයා...  """,Non Toxic
398,"""  ඉස්සර වෙලාම ඔප්පු කරලා පෙන්නහන් ඊට පස්සේ අපි අයින් කරන්නම් දැක්කා නෙ රනිල් අයින් කලා """,Non Toxic
399,""" සජිය විතරක් ඉතුරු වෙයි එහෙනම්  """,Non Toxic
400,"""අනිවාර්යයෙන් .සජිත් මහත්තයත් ඉල්ලා අස්වෙන්නයි හදන්නෙ.  """,Non Toxic
401,"""  සංස්කෘතික අරමුදල ඉනට අත්දෙක තියාගෙන""",Non Toxic
402,""" ඉවත් වෙන්න කලින් තවත් සජබෙ හොරු ඉන්නවනම් කියන්න ඉවත් උනාම එයාලට හොරු කියන ලේබලය සජබෙන්ම එල්ලන නිසා. """,Non Toxic
403,"""  ඉතිරි වන එවුන් එකතු වෙයල්ලා නීතියෙන් හොර කවුද කියලා රටට පෙනෙන්නට කලින්.""",Non Toxic
404,"""   නිද හොරුද තියා ගන්නෙ """,Non Toxic
405,"""බන්ධනාගාරය දකිනකොට මුන් ලෙඩ වෙනවනේ..එලියේ ඉන්නකම් අනෙක් මිනිස්සුන්ට ලෙඩ දානවා..අරුම පිදුම රටක් මේක.  """,Non Toxic
406,"""අත් අඩංගුවට ගන්නේ ගෙදර ඉන්නකොට ගිය ගමන් රෝහලට....පුදම ලෙඩ ලංකාවේ දේශපාලුවන්ට හැදෙන්නේ3  """,Non Toxic
407,"""ඇයි මුන් හිරේ දාපු ගමන් හොස්පිටල් ගානේ රිංගන්නේ??  """,Non Toxic
408,"""ඇතුලට ගිය ගමන් අසාධ්‍යයි. මොන දොස්තරලාද දන්නේ නෑ මෙයාලාගේ වාර්තා දෙන්නේ....  """,Non Toxic
409,"""  කොයි ආණ්ඩුව අවත් හරියටම නීතිය ක්‍රියාත්මක වෙන්නේ ගමේ කසිප්පු කරයටයි බඩගින්නට වත්තෙන් පොල් ගෙඩියක් කඩගත්තු එකටයි තමයි
""",Non Toxic
410,""" බන්ධනාගාර රෝහල් නැති කරලා මහජනතාව යන රෝහල් වලට ඇතුළත් කරන්න ඕනි ඇදට ඕකව තියලා මාන්චු දාන්න ඕනි මිනුසුන්ට පේන්න
 """,Non Toxic
411,"""  මොන ආණ්ඩුව ආවත් නීතියේ දෙවගන සල්ලි ඉදිරියේ අන්ධයි...""",Non Toxic
412,""" සල්ලි ,බලය තියන උන් බන්ධනාගාර රෝහලේ සැපේ.. නැතිබැරි උන් හරක් ගාලේ...
මොකා ආවත් ඔච්චරයි.. """,Non Toxic
413,"""  ඇප හම්බ වෙනකන් කරදරයක් නැති තැනක තියනවා""",Non Toxic
414,"""ආණ්ඩුව මාරු උනාට ඒ දේවල් පෙර පරිදිම සිදුවෙනවා අපි හිතුවෙ නීතිය කාටත් පොදුයි කියල එහෙම වෙන්නෙ නෑ මේ ලන්කාවෙ  """,Non Toxic
415,""" නෑ ඕකුන්ට මරණ බයට නොනවත්වා බඩ යනවා. """,Non Toxic
416,""" අර සාමාන්‍ය මිනිසුන් බන්ධනාගාරයට දැම්මට....ඔහොම ලෙඩ වෙන්නෙ නැනේ....මෙක හරි ප්‍රශ්නයක් අප්පා..😉😉😉😉 """,Non Toxic
417,"""  අල්ලනකොට කෙදිරි ගාන්න එපා""",Non Toxic
418,"""  මොළේ තියෙන තැන හොයාගන්නද වෛද්‍ය පරීක්ෂණයක් කරන්නෙ?
""",Non Toxic
419,"""  මොන මගුලක්ද සාමාන්‍ය මනුස්සයෙක්ට නැති දෙයක් මෙවුන්ට""",Non Toxic
420,"""  මේවා ඉතිං හෙන විහිළු, දැන් වෛද්‍ය වාර්ථා එනකම්, චූන් එකේ ඉන්න පුළුවන්, වෛද්‍ය වාර්ථා එන්නත් කලින් අනිත් වාර්ථා එනවා එතකොට සැපේ ඉඳලා සැපේම එනවා ඕකයි තියරිය
""",Non Toxic
421,"""බලය ඇති හොරු සේරම ඕකට ආපුවාම ලෙඩ වෙනවා.ඒකයි ලංකාවෙ වෙනස.
  """,Non Toxic
422,""" ඇතුලෙ කොච්චර ඉන්නවද?උන්ටත් සාදාරනයක් තියෙන්න ඕනෙ """,Non Toxic
423,""" ඉක්මනටම බෙහෙත් ටිකක් දෙන්න ඕන පවු නැත්නම්  """,Non Toxic
424,""" මෙයා බන්ධනාගාර රෝහලට දාන්න හේතුව කවුරුත් දන්නෙ """,Non Toxic
425,"""ඒ නිසා තමයි මෙහෙම බන්ධනාගාර රෝහලට දාලා තියෙන්නෙ. මේක හැදුනාම හිටගෙන ඉද්දිපවා මළපහවෙන්වා. """,Non Toxic
426,""" බන්ධනාගාර රෝහල ඉවත් කරන්න ඕන """,Non Toxic
427,"""  තුවක්කුව අඩපණ වෙලාද?""",Non Toxic
428,""" ඊයේ නිව්ස් වලට පෙන්නද්දි ඉහෙන් බහින ලෙඩක් තිබ්බේ නෑනේ කැමරාවලට අතක් වනලා වැඩකාරයා වගේ නෙ ගියේහැම එකාම බොරුවට ලෙඩ වෙනවා ආතල් එකේ මෙට්ටයට වෙලා ඉන්න පුළුවන්නේ රෑට නිදාගන්නත් එක්ක 😂 """,Non Toxic
429,""" මත්ද්‍රව්‍ය පාවිච්චි කරලද බලන්න වෙන්න ඇතී.. """,Non Toxic
430,""" එකෙකුට හරි දඬුවමක් දුන්නා නම් බය වෙනවා. පේනවානේ...  """,Non Toxic
431,"""රට හදන්න මුන්ට චන්දෙ දෙන්න ඉස්සෙල්ලා මෙඩිකල් එකක් ගන්න ඕනි  """,Non Toxic
432,"""  රට ගොඩගන්න කතාව පොඩ්ඩ ඇත්නම් ලෙඩ වෙනවා """,Non Toxic
433,"""රත්‍රං ගෑවේ පිස්සුවටද බලන්න වෙනනැති.  """,Non Toxic
434,"""මේ නිව්ස් එකනම් මාලිමා ආන්ඩුවට මඩ ගහන්න දාපු එකක්. මේ වගේ දේවල් උනේ ගිය ආන්ඩුවල.  """,Non Toxic
435,"""  හෙට ඇප දෙන්නකො බලන්න. ලස්සනට ඇවිත් මාධ්‍ය සාකච්ඡා තිය තිය යන විදිය. """,Non Toxic
436,""" උසාවි නියෝගයක් ලැබුණ ගමන් අධෝමුඛය වැහිලා ලෙඩ්ඩු වෙනවා. """,Non Toxic
437,"""රජ වැඩකාරයො ඇතුළට ගිය ගමන් මහල්ලෙක් ,ලෙඩෙක් වෙනව කාවද මේ මුන් අන්දන්නෙ...  """,Non Toxic
438,"""  ඇතුලට දැන්මොත් මුන් ලෙඩ, මුන්ට තමයි හැම නාටකයක්ම, රොහල් වාර්තාවෙන් අහු වෙයන් මෙලො ලෙඩක් නැ කියල""",Non Toxic
439,"""  සාමාන්‍ය මිනිසුන්ට බන්ධනාගාර තුල කිසි සෙතක් නෑ.""",Non Toxic
440,""" ඔක අපේ ලංකාවේ කලාව අහින්සක මනුස්සයෙක් හිරේ ගිහින් ඉද්දි අසනිප උනොත් මැරිලා පලයන් කියලා ඉන්නවා මේ රට හදනවා කියලා මිනිස්සුන්හේ ජ්න්දේ අරන් අපු රට කාලා එවා අහු වෙද්දි හිරේ යද්දි උන්ට ලෙඩ අනේ මෙක මොන රටක්ද """,Non Toxic
441,"""  ඉස්සරත් මංත්‍රීලා හිරේ ගියා පස්සේ රෝහලට ගියා ,දැනුත් එහෙමයි සිස්ටම් චේන්ජ් වෙන්න ඕනේ මේවා ,""",Non Toxic
442,"""මේ රට හදන්නත් බෑ...හැදෙන්නත් නෑ..  """,Non Toxic
443,"""හිටපු දේශපාලකයෝ අත් අඩංගුවට ගත්ත ගම අට අනූවක් රෝග, නව අනූවක් ව්‍යාධි උත්සන්න වෙනවා පුරුදු පරිදි..  """,Non Toxic
444,""" මේවා සාමාන්‍ය පුරවැසියකු මෙහෙම කරන්න පුලුවන් වෙයිද? මේ විගඩම වහාම නැවැත්වීමට කටයුතු නොකලහොත්, මාලිමා ආන්ඩුවට ජන අප්‍රසාදය අනිවාර්යයෙන් පත්වෙනවා... """,Non Toxic
445,"""හිරේ දැම්මොත් උන්ට ලෙඩ  """,Non Toxic
446,"""එතකොට මේ රටේ සමාන්‍ය ජනතවට එතකොට ලෙඩ නෑ  """,Non Toxic
447,""" හෙම්බිරිස්සාවටත් බෙහෙත් ගන්න අපේ සල්ලිවලින් සිංගප්පූරු ගිය මුන්ව බන්දනාගාර රෝහලට යවන්න පුළුවන් වෙච්ච එකත් ලොකු දෙයක් """,Non Toxic
448,"""මුන් ඔක්කොම ලෙඩ්ඩුනෙ රට පාලනය කරන්න ආවට...  """,Non Toxic
449,""" හැම ඇමතියම බන්දනාගරෙට ගියම ලෙඩ වෙනව.පොඩි මිනිස්සුන්ට තමයි.ගහන්ඩ පුලුවන් උපරිම ගහල වදදීල මරලම දානව.ඔකුන්ට ගහල මරපල්ලකො පුලුවන්නන් """,Non Toxic
450,""" උන් ගියම යනදවස විතරෛ එද පහුවෙනිදම බන්දනාගාර රෝහලෙ.. """,Non Toxic
451,"""ආණ්ඩුව කාවද මෙ විදියට රවටිටන්න හදන්නේ  """,Non Toxic
452,""" කොන්දොස්තර ද රිපෝට් එක ලිව්වේ ඔය රෝහල අහෝසි කරන්න ඕනේ
 """,Non Toxic
453,""" ඕන් පටන්ගත්තා... ලෙඩ්ඩු වෙන්න """,Non Toxic
454,"""ජවිපෙ ආණ්ඩුවක් තිබුනානම් මූව රෝහලට දාන්නෙ නැහැ .  """,Non Toxic
455,"""  එලියේ ඉන්දැදි සනීපෙන් ඉන්නවා, ඇතුලට දාපු ගමන් රෝහල, """,Non Toxic
456,"""  ඒකෙන් තේරෙනවා හිටපු ඇමතිලා සෙට් එකකටම සනීප නෑ කියලා ලෙඩ්ඩුන්ට රට හදන්න බෑ...සහෝදරයා""",Non Toxic
457,""" පොලිසියෙන් හොදට සලකලා වගේ  """,Non Toxic
458,"""  බහුතර විපක්ෂය රෝහලේ""",Non Toxic
459,""" එහෙම වැඩක් නෑ දැනුම හිරකාරියො ඉන්න එකට දාන්න ඕනි """,Non Toxic
460,""" සාමාන්‍ය සිර කරැවෙකුට මෙහෙම පරික්ෂන කරන්න පුලුවන් ද දන්නැති අහන්නේ
 """,Non Toxic
461,"""  ඉක්මන් නිවන්සුව ලැබේවා """,Non Toxic
462,"""  
පරණ සෙල්ලම අයේත් පටන් අරන් නේද """,Non Toxic
463,"""මුන් හිරේ ගියාම ලෙඩ වෙනව ඉක්මනින් බන්ධනාගාර රෝහලට දාන්න තරම් 
  """,Non Toxic
464,""" දුමින්දගෙ බෙල්ලේ වනයක්ලු """,Non Toxic
465,"""  බත් එකක් උයන් බලන්න යන්න ඕන.බන්ධනාගාර නිලධාරීන්ගේ ආරක්ෂාව මත දැඩිසත්කාරෙ වෙන්න ඕන ඉන්නෙ හ්ම්ම්ම්""",Non Toxic
466,""" කට්ටියම කෙහෙලියගෙ බෙහෙත් බීලද කොහෙද, සෙට් එකටම සනීප නැහැ
 """,Non Toxic
467,"""  අසරණ මනුස්සයෙකුට මොනවා හරි වෙච්චහම බල්ලෙක්වත් බලන්නෑ.
 """,Non Toxic
468,""" ගස් ගලුත් පෙරළෙනවා ළමයො""",Non Toxic
469,"""  දෙයියනේ ගහක් ගලක් වගේ හිටපු මනුස්සයා""",Non Toxic
470,""" අර බෙල්ලෙ එල්ලන් හිටි සුර පොකුර වැඩ කරන්නෙ නැතුව ඇති දැන්..
 """,Non Toxic
471,"""ප්‍රජා අයිතිය අහෝසි කලා නම් හරි
  """,Non Toxic
472,""" බන්ධනාගාර රෝහල ගැන නං ආයි කතාකරල තේරුමක් නෑ. """,Non Toxic
473,"""ඕකෙ ඉන්න උන්ගෙ වත්කම් බැලුවනම් හොයාගන්න පුලුවන් වැඩේ  """,Non Toxic
474,"""  රටට වැඩක් කල මිනිස්සුන්ගෙන් පළි ගන්නවා """,Non Toxic
475,"""   වැඩක් කරා???? එකක් කියපන් බලන්න..""",Non Toxic
476,"""  ඕවා දේශපාලන පළිගනීම්""",Non Toxic
477,""" කෙහෙලිය ගෙනාපු ඉතුරු උන බෙහෙත්හෙම නැද්ද දන්නේ නෑ
බන්දනාගාර රෝහලට යවන්න. """,Non Toxic
478,""" ඔක්කොටම කලින් බන්ධනාගාරෙ ඩොකා දාන්න ඕනි ඇතුලට  """,Non Toxic
479,"""මේකනම් හොඳ වැඩක් නෙවෙයි.හොරු ඔක්කොම සැප ඉල්ලනවා.එළියෙ ඉන්නකම් කියවනවා  """,Non Toxic
480,"""  බඩු නැතිව බඩ යනවද වෙවිලනවද ඔක හරියයි ටක දවසක් යන කොට""",Non Toxic
481,""" අහින්සක මිනිහෙකුට තමා කිසි දෙයක් නැත්තේ. """,Non Toxic
482,"""  ඔය ඩොක්ටර්ලා ටිකගේ බැංකු ගිනුම් ටික බැලුවනම් තෙරෙයි ඇත්ත කතාව . කොහෙද මේ රජයට මුන් ටික මාරු කරගන්න පන නෑනේ """,Non Toxic
483,"""  සුපුරුදු නාට්‍ය නැවතත්""",Non Toxic
484,""" මෙයා අල්ලපු ගමන් දවසේ වෙඩිල්ල වැඩසටහන ඉවර උනේ කොහොමද """,Non Toxic
485,""" ඊට පස්සේ හොස්පිටල් එකේ සැප """,Non Toxic
486,""" සාමාන්‍ය මිනිහෙක් මොකකට හරි අල්ලගත්තොත් ඌට ඉතිං කරන්න ඕන සේරම කරනවා.   """,Non Toxic
487,""" පුලුවන්නම් ගහල මරලත් දානවා  """,Non Toxic
488,""" ඉස්සර නාඩගම් ආයේ වෙන්නේ """,Non Toxic
489,"""මහාන්ත්‍රය දිගේ සර්ජිකල් බටයක් බස්සන්න ලැබේවා""",Non Toxic
490,""" ඉස්සර නාඩගම් ආයේ වෙන්නේ """,Non Toxic
491,""" මූ හිරේ දාලා හොරකම් කරපු සල්ලි ගන්න කම් බලන් හිටපු අපිට සෙල්ලම් තුවක්කුවක් පෙන්නලා ආණ්ඩුව ආතල් දෙනවා
 """,Non Toxic
492,"""සෙල්ලම් තුවක්කුවද්ද.අප්පට අපි හිතුවේ ඇත්ත එකක් කියලා  """,Non Toxic
493,"""  ඒත් බැලුවා මොකද පරක්කු කියලා """,Non Toxic
494,""" ඉක්මනටම ඇප ලැබේ‍වා """,Non Toxic
495,"""ඇප තමා ලෙඩට හොදම බෙහෙත  """,Non Toxic
496,"""  ආරංචියෙ හැටියට නොනවත්වා බඩඑළිය යනවා""",Non Toxic
497,"""  ඔය බන්දනාගාර රෝහල වහලදැම්මනම් හරි.
""",Non Toxic
498,""" හොස්පිටල් ලියපු දොස්තරයව රිමාන්ඩ් කරන්න ඕනි වෙලාව දැන්......
 """,Non Toxic
499,""" නඩුකාරයා නියෝග කරල තියෙන්නෙ.. නිවිස් එක කියවන්න.
 """,Non Toxic
500,"""  අමා මහා නිවන් සුව ලැබේවා """,Non Toxic
501,"""සිංහල සිනමාවේ නිළි රැජිනියනි, ඔබට නිවන්සුව ලැබේවා !!!  """,Non Toxic
502,"""මාලනී කියන්නේ රටට අභිමානයක් ගෙනාපු රැජිනක්  """,Non Toxic
503,""" එතුමියට උතුම් නිර්වාණ සම්පත්තිය ලැබේවා """,Non Toxic
504,""" අපිත් හිතුවෙ උන් මහ උගත් බුද්ධිමත් සංවේදී පිරිසක් කියලයි. """,Non Toxic
